%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1644356126976274360,82,1644356126975466251,,42.3408,-71.098115,11.1,327165.69686337654,4689747.909761016,19,T
1644356127976913226,83,1644356127976007938,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356128956830138,84,1644356128955963134,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356129955149588,85,1644356129954360485,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356130956192362,86,1644356130955379247,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356131949138256,87,1644356131948278427,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356132948521248,88,1644356132947636127,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356133954334058,89,1644356133953514337,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356134956726927,90,1644356134955992221,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356135956276148,91,1644356135955519676,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356136961969379,92,1644356136961147546,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356137954483203,93,1644356137953623533,,42.34079833333333,-71.098115,11.1,327165.69229667366,4689747.724690183,19,T
1644356138960679813,94,1644356138959841966,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356139962038114,95,1644356139961215496,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356140960524708,96,1644356140959694862,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356141958598299,97,1644356141957743167,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356142952594001,98,1644356142951839923,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356143958567561,99,1644356143957689285,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356144958659510,100,1644356144957794904,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356145957550363,101,1644356145956721067,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356146957173067,102,1644356146956386089,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356147958447620,103,1644356147957663774,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356148952462384,104,1644356148951644420,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356149973159032,105,1644356149972326755,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356150956605165,106,1644356150955727815,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356151973724685,107,1644356151972891330,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356152957202679,108,1644356152956356525,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356153972705116,109,1644356153971935272,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356154974297539,110,1644356154973529338,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356155971805722,111,1644356155970976829,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356156958286323,112,1644356156957428693,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356157958400637,113,1644356157957576751,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356158974383210,114,1644356158973573207,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356159958594500,115,1644356159957842588,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356160976435393,116,1644356160975604534,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356161958680106,117,1644356161957956552,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356162956569026,118,1644356162955857515,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356163975909645,119,1644356163975025653,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356164954727211,120,1644356164953942537,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356165954760822,121,1644356165953919649,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356166973910561,122,1644356166973093748,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356167971753554,123,1644356167970899343,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356168955178251,124,1644356168954354524,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356169970337841,125,1644356169969551086,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356170971974110,126,1644356170971135139,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356171971046375,127,1644356171970260381,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356172965303953,128,1644356172964512586,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356173953181068,129,1644356173952344655,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356174955052012,130,1644356174954233884,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356175976879421,131,1644356175976063251,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356176956031019,132,1644356176955150604,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356177975344756,133,1644356177974527120,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356178977374665,134,1644356178976597070,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356179951486632,135,1644356179950425386,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356180957718429,136,1644356180956894397,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356181957620819,137,1644356181956801176,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356182959554842,138,1644356182958716392,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356183958593991,139,1644356183957729578,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356184959613544,140,1644356184958781242,,42.34079833333333,-71.098115,10.9,327165.69229667366,4689747.724690183,19,T
1644356185957187934,141,1644356185956347465,,42.34079833333333,-71.09811333333333,10.9,327165.82959578594,4689747.721302269,19,T
1644356186964795258,142,1644356186963951349,,42.34079833333333,-71.09811333333333,10.9,327165.82959578594,4689747.721302269,19,T
1644356187959155084,143,1644356187958247423,,42.34079833333333,-71.09811333333333,10.9,327165.82959578594,4689747.721302269,19,T
1644356188959399036,144,1644356188958553791,,42.34079833333333,-71.09811333333333,10.9,327165.82959578594,4689747.721302269,19,T
1644356189958970264,145,1644356189958104372,,42.34079833333333,-71.09811333333333,10.9,327165.82959578594,4689747.721302269,19,T
